field_api_name,file,line_no,content
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,119,"                    System.assertEquals(null, result_rih.BillMonth2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 使用対象年月（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,120,"                    System.assertEquals(null, result_rih.UsageFee2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご利用料金（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,121,"                    System.assertEquals(null, result_rih.PaidAmount2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' お支払い済み金額（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,122,"                    System.assertEquals(null, result_rih.BillingAmountDetail2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご請求金額内訳（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,123,"                    System.assertEquals(sr4.BillTatalAmount__c, result_rih.UsageFeeSum__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご利用料金（合計）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,124,"                    System.assertEquals(String.valueof(sr4.ClearingAmount__c), result_rih.PaidAmountSum__c, 'UniqueKey=' + sr4.UniqueKey__c + ' お支払い済み金額（合計）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,125,"                    System.assertEquals(String.valueof(sr4.BillingBalance__c), result_rih.BillingAmountDetailSum__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご請求金額内訳（合計）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,126,"                    System.assertEquals(rtt2.BankName__c, result_rih.BankName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 金融機関名称');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,127,"                    System.assertEquals(rtt2.BankAccount__c, result_rih.BankAccount__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 口座情報');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,128,"                    System.assertEquals(rtt2.AccountHolderName__c, result_rih.AccountHolderName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 口座名義');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,129,"                    System.assertEquals(rtt2.ContractorName__c, result_rih.ContractorName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 契約元呼称');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,130,"                    System.assertEquals(rtt2.ContractorAddress__c, result_rih.ContractorAddress__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 契約元住所');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,131,"                    System.assertEquals(ptn1.BusinessHours__c, result_rih.BusinessHours__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ＣＣ営業時間');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,132,"                    System.assertEquals('1', result_rih.ReportPattern__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 帳票パターン');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,133,"                    System.assertEquals('2', result_rih.ReportType__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 帳票種別');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,134,"                    System.assertEquals(bc2.ID, result_rih.BillingCustomer__c, 'UniqueKey=' + sr4.UniqueKey__c + ' SF請求先情報');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,196,"            List<ReportIsuueHistory__c> result_rihList = [SELECT id,ZipCode_Print__c,BillSendAddress__c,Building__c,BillSendName__c,ReportIsuueDate__c,ContractNumber__c,BrandName__c,PhoneNumber__c,BillTatalAmount__c,PaymentDueDate__c,TemplateText1__c,TemplateText2__c,TemplateText3__c,TemplateText4__c,TemplateText5__c,TemplateText6__c,TemplateText7__c,TemplateText8__c,TemplateText9__c,TemplateText10__c,TemplateText11__c,TemplateText12__c,ReportName__c,BilliIssueDate1__c,BillMonth1__c,UsageFee1__c,PaidAmount1__c,BillingAmountDetail1__c,BilliIssueDate2__c,BillMonth2__c,UsageFee2__c,PaidAmount2__c,BillingAmountDetail2__c,UsageFeeSum__c,PaidAmountSum__c,BillingAmountDetailSum__c,BankName__c,BankAccount__c,AccountHolderName__c,ContractorName__c,ContractorAddress__c,BusinessHours__c,ReportPattern__c,ReportType__c,BillingCustomer__c,UniqueKey__c  FROM ReportIsuueHistory__c];"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,202,"                    System.assertEquals(bc1.ZipCode_Print__c, result_rih.ZipCode_Print__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 郵便番号（印刷用）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,203,"                    System.assertEquals(bc1.BillSendAddress__c, result_rih.BillSendAddress__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 送付先住所（印刷用）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,204,"                    System.assertEquals(bc1.Building__c, result_rih.Building__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 建物名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,206,"                    System.assertEquals(resultBillSendName, result_rih.BillSendName__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 送付先名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,207,"                    System.assertEquals(bc1.Note10__c, result_rih.ContractNumber__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 契約番号');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,208,"                    System.assertEquals(ptn1.BrandName__c, result_rih.BrandName__c, 'UniqueKey=' + sr2.UniqueKey__c + ' ブランド名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,209,"                    System.assertEquals(ptn1.SupportPhoneNumber__c, result_rih.PhoneNumber__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 電話番号');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,210,"                    //System.assertEquals(String.valueOf(sr1.BillTotalAmountValue__c + sr2.BillTotalAmountValue__c), result_rih.BillTatalAmount__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 請求総額');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,211,"                    System.assertEquals(rtt2.TemplateText1__c, result_rih.TemplateText1__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言1');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,212,"                    System.assertEquals(rtt2.TemplateText2__c, result_rih.TemplateText2__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言2');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,213,"                    System.assertEquals(rtt2.TemplateText3__c, result_rih.TemplateText3__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言3');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,214,"                    System.assertEquals(rtt2.TemplateText4__c, result_rih.TemplateText4__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言4');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,215,"                    System.assertEquals(rtt2.TemplateText5__c, result_rih.TemplateText5__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言5');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,216,"                    System.assertEquals(rtt2.TemplateText6__c, result_rih.TemplateText6__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言6');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,217,"                    System.assertEquals(rtt2.TemplateText7__c, result_rih.TemplateText7__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言7');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,218,"                    System.assertEquals(rtt2.TemplateText8__c, result_rih.TemplateText8__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言8');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,219,"                    System.assertEquals(rtt2.TemplateText9__c, result_rih.TemplateText9__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言9');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,220,"                    System.assertEquals(rtt2.TemplateText10__c, result_rih.TemplateText10__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言10');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,221,"                    System.assertEquals(rtt2.TemplateText11__c, result_rih.TemplateText11__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言11');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,222,"                    System.assertEquals(rtt2.TemplateText12__c, result_rih.TemplateText12__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言12');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,223,"                    System.assertEquals(rtt2.name, result_rih.ReportName__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 帳票タイトル');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,225,"                    System.assertEquals(rtt2.ContractorAddress__c, result_rih.ContractorAddress__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 契約元住所');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,226,"                    System.assertEquals(ptn1.BusinessHours__c, result_rih.BusinessHours__c, 'UniqueKey=' + sr2.UniqueKey__c + ' ＣＣ営業時間');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,227,"                    System.assertEquals('1', result_rih.ReportPattern__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 帳票パターン');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,228,"                    System.assertEquals('2', result_rih.ReportType__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 帳票種別');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,229,"                    System.assertEquals(bc1.ID, result_rih.BillingCustomer__c, 'UniqueKey=' + sr2.UniqueKey__c + ' SF請求先情報');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,232,"                    System.assertEquals(bc2.ZipCode_Print__c, result_rih.ZipCode_Print__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 郵便番号（印刷用）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,233,"                    System.assertEquals(bc2.BillSendAddress__c, result_rih.BillSendAddress__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 送付先住所（印刷用）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,234,"                    System.assertEquals(bc2.Building__c, result_rih.Building__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 建物名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,235,"                    System.assertEquals(bc2.CompanyName__c, result_rih.BillSendName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 送付先名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,236,"                    System.assertEquals(bc2.Note10__c, result_rih.ContractNumber__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 契約番号');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,237,"                    System.assertEquals(ptn1.BrandName__c, result_rih.BrandName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ブランド名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,238,"                    System.assertEquals(ptn1.SupportPhoneNumber__c, result_rih.PhoneNumber__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 電話番号');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,239,"                    System.assertEquals(String.valueof(sr4.BillingBalance__c), result_rih.BillTatalAmount__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 請求総額');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,240,"                    System.assertEquals(rtt2.TemplateText1__c, result_rih.TemplateText1__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言1');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,241,"                    System.assertEquals(rtt2.TemplateText2__c, result_rih.TemplateText2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言2');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,242,"                    System.assertEquals(rtt2.TemplateText3__c, result_rih.TemplateText3__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言3');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,243,"                    System.assertEquals(rtt2.TemplateText4__c, result_rih.TemplateText4__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言4');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,244,"                    System.assertEquals(rtt2.TemplateText5__c, result_rih.TemplateText5__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言5');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,245,"                    System.assertEquals(rtt2.TemplateText6__c, result_rih.TemplateText6__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言6');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,246,"                    System.assertEquals(rtt2.TemplateText7__c, result_rih.TemplateText7__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言7');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,247,"                    System.assertEquals(rtt2.TemplateText8__c, result_rih.TemplateText8__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言8');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,248,"                    System.assertEquals(rtt2.TemplateText9__c, result_rih.TemplateText9__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言9');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,249,"                    System.assertEquals(rtt2.TemplateText10__c, result_rih.TemplateText10__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言10');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,250,"                    System.assertEquals(rtt2.TemplateText11__c, result_rih.TemplateText11__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言11');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,251,"                    System.assertEquals(rtt2.TemplateText12__c, result_rih.TemplateText12__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 鑑文言12');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,252,"                    System.assertEquals(rtt2.name, result_rih.ReportName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 帳票タイトル');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,253,"                    // System.assertEquals(sr4.BilliIssueDateText__c, result_rih.BilliIssueDate1__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 請求書発行年月日（1行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,254,"                    System.assertEquals(sr4.BillTatalAmount__c, result_rih.UsageFee1__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご利用料金（1行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,255,"                    System.assertEquals(String.valueof(sr4.ClearingAmount__c), result_rih.PaidAmount1__c, 'UniqueKey=' + sr4.UniqueKey__c + ' お支払い済み金額（1行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,256,"                    System.assertEquals(String.valueof(sr4.BillingBalance__c), result_rih.BillingAmountDetail1__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご請求金額内訳（1行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,257,"                    System.assertEquals(null, result_rih.BilliIssueDate2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 請求書発行年月日（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,258,"                    System.assertEquals(null, result_rih.BillMonth2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 使用対象年月（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,259,"                    System.assertEquals(null, result_rih.UsageFee2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご利用料金（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,260,"                    System.assertEquals(null, result_rih.PaidAmount2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' お支払い済み金額（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,261,"                    System.assertEquals(null, result_rih.BillingAmountDetail2__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご請求金額内訳（2行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,262,"                    System.assertEquals(sr4.BillTatalAmount__c, result_rih.UsageFeeSum__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご利用料金（合計）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,263,"                    System.assertEquals(String.valueof(sr4.ClearingAmount__c), result_rih.PaidAmountSum__c, 'UniqueKey=' + sr4.UniqueKey__c + ' お支払い済み金額（合計）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,264,"                    System.assertEquals(String.valueof(sr4.BillingBalance__c), result_rih.BillingAmountDetailSum__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ご請求金額内訳（合計）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,265,"                    System.assertEquals(rtt2.BankName__c, result_rih.BankName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 金融機関名称');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,266,"                    System.assertEquals(rtt2.BankAccount__c, result_rih.BankAccount__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 口座情報');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,267,"                    System.assertEquals(rtt2.AccountHolderName__c, result_rih.AccountHolderName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 口座名義');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,268,"                    System.assertEquals(rtt2.ContractorName__c, result_rih.ContractorName__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 契約元呼称');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,269,"                    System.assertEquals(rtt2.ContractorAddress__c, result_rih.ContractorAddress__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 契約元住所');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,270,"                    System.assertEquals(ptn1.BusinessHours__c, result_rih.BusinessHours__c, 'UniqueKey=' + sr4.UniqueKey__c + ' ＣＣ営業時間');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,271,"                    System.assertEquals('1', result_rih.ReportPattern__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 帳票パターン');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,272,"                    System.assertEquals('2', result_rih.ReportType__c, 'UniqueKey=' + sr4.UniqueKey__c + ' 帳票種別');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,273,"                    System.assertEquals(bc2.ID, result_rih.BillingCustomer__c, 'UniqueKey=' + sr4.UniqueKey__c + ' SF請求先情報');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,590,"            List<ReportIsuueHistory__c> result_rihList = [SELECT id,ZipCode_Print__c,BillSendAddress__c,Building__c,BillSendName__c,ReportIsuueDate__c,ContractNumber__c,BrandName__c,PhoneNumber__c,BillTatalAmount__c,PaymentDueDate__c,TemplateText1__c,TemplateText2__c,TemplateText3__c,TemplateText4__c,TemplateText5__c,TemplateText6__c,TemplateText7__c,TemplateText8__c,TemplateText9__c,TemplateText10__c,TemplateText11__c,TemplateText12__c,ReportName__c,BilliIssueDate1__c,BillMonth1__c,UsageFee1__c,PaidAmount1__c,BillingAmountDetail1__c,BilliIssueDate2__c,BillMonth2__c,UsageFee2__c,PaidAmount2__c,BillingAmountDetail2__c,UsageFeeSum__c,PaidAmountSum__c,BillingAmountDetailSum__c,BankName__c,BankAccount__c,AccountHolderName__c,ContractorName__c,ContractorAddress__c,BusinessHours__c,ReportPattern__c,ReportType__c,BillingCustomer__c,UniqueKey__c  FROM ReportIsuueHistory__c];"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,596,"                    System.assertEquals(bc1.ZipCode_Print__c, result_rih.ZipCode_Print__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 郵便番号（印刷用）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,597,"                    System.assertEquals(bc1.BillSendAddress__c, result_rih.BillSendAddress__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 送付先住所（印刷用）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,598,"                    System.assertEquals(bc1.Building__c, result_rih.Building__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 建物名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,600,"                    System.assertEquals(resultBillSendName, result_rih.BillSendName__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 送付先名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,601,"            //        System.assertEquals('2021年01月13日', result_rih.ReportIsuueDate__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 発行日');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,602,"                    System.assertEquals(bc1.Note10__c, result_rih.ContractNumber__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 契約番号');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,603,"                    System.assertEquals(ptn1.BrandName__c, result_rih.BrandName__c, 'UniqueKey=' + sr2.UniqueKey__c + ' ブランド名');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,604,"                    System.assertEquals(ptn1.SupportPhoneNumber__c, result_rih.PhoneNumber__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 電話番号');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,605,"                    //System.assertEquals(String.valueOf(sr1.BillTotalAmountValue__c + sr2.BillTotalAmountValue__c), result_rih.BillTatalAmount__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 請求総額');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,606,"            //        System.assertEquals('2021年01月14日', result_rih.PaymentDueDate__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 支払期限日');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,607,"                    System.assertEquals(rtt2.TemplateText1__c, result_rih.TemplateText1__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言1');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,608,"                    System.assertEquals(rtt2.TemplateText2__c, result_rih.TemplateText2__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言2');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,609,"                    System.assertEquals(rtt2.TemplateText3__c, result_rih.TemplateText3__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言3');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,610,"                    System.assertEquals(rtt2.TemplateText4__c, result_rih.TemplateText4__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言4');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,611,"                    System.assertEquals(rtt2.TemplateText5__c, result_rih.TemplateText5__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言5');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,612,"                    System.assertEquals(rtt2.TemplateText6__c, result_rih.TemplateText6__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言6');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,613,"                    System.assertEquals(rtt2.TemplateText7__c, result_rih.TemplateText7__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言7');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,614,"                    System.assertEquals(rtt2.TemplateText8__c, result_rih.TemplateText8__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言8');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,615,"                    System.assertEquals(rtt2.TemplateText9__c, result_rih.TemplateText9__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言9');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,616,"                    System.assertEquals(rtt2.TemplateText10__c, result_rih.TemplateText10__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言10');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,617,"                    System.assertEquals(rtt2.TemplateText11__c, result_rih.TemplateText11__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言11');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,618,"                    System.assertEquals(rtt2.TemplateText12__c, result_rih.TemplateText12__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 鑑文言12');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,619,"                    System.assertEquals(rtt2.name, result_rih.ReportName__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 帳票タイトル');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,620,"            //        System.assertEquals(sr2.BilliIssueDateText__c, result_rih.BilliIssueDate1__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 請求書発行年月日（1行目）');"
UniqueKey__c,force-app/main/default/classes/CreateTransferRequestFormBTBatchTest.cls,621,"            //        System.assertEquals('2020年11月', result_rih.BillMonth1__c, 'UniqueKey=' + sr2.UniqueKey__c + ' 使用対象年月（1行目）');"
